Country,Variable,Predicted Year,Year - 10,Year - 5,Predicted Value
Morocco,Surface water: inflow secured through treaties,2007,0.0,0.0,0.0
Morocco,Surface water: inflow secured through treaties,2012,0.0,0.0,0.0
Morocco,Surface water: inflow not submitted to treaties,2002,0.0,0.0,0.0
Morocco,Surface water: inflow not submitted to treaties,2007,0.0,0.0,0.0
Morocco,Surface water: inflow not submitted to treaties,2012,0.0,0.0,0.0
Morocco,Surface water: entering the country (total),2002,0.0,0.0,0.0
Morocco,Surface water: entering the country (total),2007,0.0,0.0,0.0
Morocco,Surface water: entering the country (total),2012,0.0,0.0,0.0
Morocco,Surface water: accounted inflow,2002,0.0,0.0,0.0
Morocco,Surface water: accounted inflow,2007,0.0,0.0,0.0
Morocco,Surface water: accounted inflow,2012,0.0,0.0,0.0
Morocco,Surface water: accounted flow of border rivers,2002,0.0,0.0,0.0
Morocco,Surface water: accounted flow of border rivers,2007,0.0,0.0,0.0
Morocco,Surface water: accounted flow of border rivers,2012,0.0,0.0,0.0
Morocco,Surface water produced internally,2002,22.0,22.0,22.0
Morocco,Surface water produced internally,2007,22.0,22.0,22.0
Morocco,Surface water produced internally,2012,22.0,22.0,22.0
Morocco,Rural population,2002,13046.0,13361.0,13687.0
Morocco,Rural population,2007,13361.0,13687.0,14005.0
Morocco,Rural population,2012,13687.0,14005.0,14245.0
Morocco,Population density,2002,57.76,62.31,66.09
Morocco,Population density,2007,62.31,66.09,69.93
Morocco,Population density,2012,66.09,69.93,74.65
Morocco,Overlap: between surface water and groundwater,2002,3.0,3.0,3.0
Morocco,Overlap: between surface water and groundwater,2007,3.0,3.0,3.0
Morocco,Overlap: between surface water and groundwater,2012,3.0,3.0,3.0
Morocco,Overlap between surface water and groundwater,2002,3.0,3.0,3.0
Morocco,Overlap between surface water and groundwater,2007,3.0,3.0,3.0
Morocco,Overlap between surface water and groundwater,2012,3.0,3.0,3.0
Morocco,Long-term average annual precipitation in volume,2002,154.5,154.5,154.5
Morocco,Long-term average annual precipitation in volume,2007,154.5,154.5,154.5
Morocco,Long-term average annual precipitation in volume,2012,154.5,154.5,154.5
Morocco,Long-term average annual precipitation in depth,2002,346.0,346.0,346.0
Morocco,Long-term average annual precipitation in depth,2007,346.0,346.0,346.0
Morocco,Long-term average annual precipitation in depth,2012,346.0,346.0,346.0
Morocco,Groundwater: entering the country (total),2002,0.0,0.0,0.0
Morocco,Groundwater: entering the country (total),2007,0.0,0.0,0.0
Morocco,Groundwater: entering the country (total),2012,0.0,0.0,0.0
Morocco,Groundwater: accounted inflow,2002,0.0,0.0,0.0
Morocco,Groundwater: accounted inflow,2007,0.0,0.0,0.0
Morocco,Groundwater: accounted inflow,2012,0.0,0.0,0.0
Morocco,Groundwater produced internally,2002,10.0,10.0,10.0
Morocco,Groundwater produced internally,2007,10.0,10.0,10.0
Morocco,Groundwater produced internally,2012,10.0,10.0,10.0
Morocco,Environmental Flow Requirements,2002,8.167,8.167,8.167
Morocco,Environmental Flow Requirements,2007,8.167,8.167,8.167
Morocco,Environmental Flow Requirements,2012,8.167,8.167,8.167
Morocco,Dependency ratio,2002,0.0,0.0,0.0
Morocco,Dependency ratio,2007,0.0,0.0,0.0
Morocco,Dependency ratio,2012,0.0,0.0,0.0
Morocco,Surface water: total external renewable,2002,0.0,0.0,0.0
Morocco,Surface water: total external renewable,2007,0.0,0.0,0.0
Morocco,Surface water: total external renewable,2012,0.0,0.0,0.0
Morocco,Area,2002,Morocco,Morocco,Morocco
Morocco,Area,2007,Morocco,Morocco,Morocco
Morocco,Area,2012,Morocco,Morocco,Morocco
Morocco,Total renewable water resources,2002,29.0,29.0,29.0
Morocco,Total renewable water resources,2007,29.0,29.0,29.0
Morocco,Total renewable water resources,2012,29.0,29.0,29.0
Morocco,Total internal renewable water resources (IRWR),2002,29.0,29.0,29.0
Morocco,Total internal renewable water resources (IRWR),2007,29.0,29.0,29.0
Morocco,Total internal renewable water resources (IRWR),2012,29.0,29.0,29.0
Morocco,Total renewable water resources per capita,2002,1124.0,1042.0,982.7
Morocco,Total renewable water resources per capita,2007,1042.0,982.7,928.7
Morocco,Total renewable water resources per capita,2012,982.7,928.7,870.0
Morocco,Urban population,2002,12745.0,14465.0,15825.0
Morocco,Urban population,2007,14465.0,15825.0,17221.0
Morocco,Urban population,2012,15825.0,17221.0,19089.0
Morocco,Total population,2002,25791.0,27826.0,29512.0
Morocco,Total population,2007,27826.0,29512.0,31226.0
Morocco,Total population,2012,29512.0,31226.0,33334.0
Morocco,Total renewable surface water,2002,22.0,22.0,22.0
Morocco,Total renewable surface water,2007,22.0,22.0,22.0
Morocco,Total renewable surface water,2012,22.0,22.0,22.0
Morocco,Total internal renewable water resources per capita,2002,1124.0,1042.0,982.7
Morocco,Total internal renewable water resources per capita,2007,1042.0,982.7,928.7
Morocco,Total internal renewable water resources per capita,2012,982.7,928.7,870.0
Morocco,Total renewable groundwater,2002,10.0,10.0,10.0
Morocco,Total renewable groundwater,2007,10.0,10.0,10.0
Morocco,Total renewable groundwater,2012,10.0,10.0,10.0
Morocco,Gross Domestic Product (GDP),2002,33700000000.0,39100000000.0,42200000000.0
Morocco,Gross Domestic Product (GDP),2007,39100000000.0,42200000000.0,79000000000.0
Morocco,Gross Domestic Product (GDP),2012,42200000000.0,79000000000.0,98300000000.0
Morocco,% of total country area cultivated,2002,21.76,22.16,20.79
Morocco,% of total country area cultivated,2007,22.16,20.79,20.06
Morocco,% of total country area cultivated,2012,20.79,20.06,21.06
Morocco,GDP per capita,2002,1307.0,1407.0,1431.0
Morocco,GDP per capita,2007,1407.0,1431.0,2531.0
Morocco,GDP per capita,2012,1431.0,2531.0,2948.0
Morocco,Cultivated area (arable land + permanent crops),2002,9716.0,9895.0,9283.0
Morocco,Cultivated area (arable land + permanent crops),2007,9895.0,9283.0,8960.0
Morocco,Cultivated area (arable land + permanent crops),2012,9283.0,8960.0,9403.0
Morocco,Total area of the country (excl. coastal waters),2002,44655.0,44655.0,44655.0
Morocco,Total area of the country (excl. coastal waters),2007,44655.0,44655.0,44655.0
Morocco,Total area of the country (excl. coastal waters),2012,44655.0,44655.0,44655.0
Morocco,Arable land area,2002,8934.0,8980.0,8402.0
Morocco,Arable land area,2007,8980.0,8402.0,8065.0
Morocco,Arable land area,2012,8402.0,8065.0,8047.0
Morocco,Permanent crops area,2002,782.0,915.0,881.0
Morocco,Permanent crops area,2007,915.0,881.0,895.0
Morocco,Permanent crops area,2012,881.0,895.0,1356.0
Morocco,"Agriculture, value added (% GDP)",2002,16.19,16.52,14.78
Morocco,"Agriculture, value added (% GDP)",2007,16.52,14.78,12.2
Morocco,"Agriculture, value added (% GDP)",2012,14.78,12.2,13.37
Morocco,Surface water: outflow to other countries submitted to treaties,2002,0.0,0.0,0.0
Morocco,Surface water: outflow to other countries submitted to treaties,2007,0.0,0.0,0.0
Morocco,Surface water: outflow to other countries submitted to treaties,2012,0.0,0.0,0.0
Morocco,Surface water: leaving the country to other countries (total),2002,0.23,0.23,0.23
Morocco,Surface water: leaving the country to other countries (total),2007,0.23,0.23,0.23
Morocco,Surface water: leaving the country to other countries (total),2012,0.23,0.23,0.23
Morocco,Surface water: outflow to other countries not submitted to treaties,2002,0.23,0.23,0.23
Morocco,Surface water: outflow to other countries not submitted to treaties,2007,0.23,0.23,0.23
Morocco,Surface water: outflow to other countries not submitted to treaties,2012,0.23,0.23,0.23
Morocco,Groundwater: accounted outflow to other countries,2002,0.03,0.03,0.03
Morocco,Groundwater: accounted outflow to other countries,2007,0.03,0.03,0.03
Morocco,Groundwater: accounted outflow to other countries,2012,0.03,0.03,0.03
Morocco,Groundwater: leaving the country to other countries (total),2002,0.03,0.03,0.03
Morocco,Groundwater: leaving the country to other countries (total),2007,0.03,0.03,0.03
Morocco,Groundwater: leaving the country to other countries (total),2012,0.03,0.03,0.03
Morocco,Total exploitable water resources,2002,20.0,20.0,20.0
Morocco,Total exploitable water resources,2007,20.0,20.0,20.0
Morocco,Total exploitable water resources,2012,20.0,20.0,20.0
Morocco,Exploitable: regular renewable groundwater,2002,4.0,4.0,4.0
Morocco,Exploitable: regular renewable groundwater,2007,4.0,4.0,4.0
Morocco,Exploitable: regular renewable groundwater,2012,4.0,4.0,4.0
Morocco,Urban population with access to safe drinking-water (JMP),2002,94.0,95.2,96.3
Morocco,Urban population with access to safe drinking-water (JMP),2007,95.2,96.3,97.4
Morocco,Urban population with access to safe drinking-water (JMP),2012,96.3,97.4,98.5
Morocco,Rural population with access to safe drinking-water (JMP),2002,54.1,56.7,59.4
Morocco,Rural population with access to safe drinking-water (JMP),2007,56.7,59.4,62.1
Morocco,Rural population with access to safe drinking-water (JMP),2012,59.4,62.1,64.8
Morocco,Total population with access to safe drinking-water (JMP),2002,74.0,76.9,79.3
Morocco,Total population with access to safe drinking-water (JMP),2007,76.9,79.3,81.9
Morocco,Total population with access to safe drinking-water (JMP),2012,79.3,81.9,84.6
Morocco,Irrigation potential,2002,1664.0,1664.0,1664.0
Morocco,Irrigation potential,2007,1664.0,1664.0,1664.0
Morocco,Irrigation potential,2012,1664.0,1664.0,1664.0
Algeria,Water resources: total external renewable,2002,0.42,0.42,0.42
Algeria,Water resources: total external renewable,2007,0.42,0.42,0.42
Algeria,Water resources: total external renewable,2012,0.42,0.42,0.42
Algeria,Surface water: total flow of border rivers,2002,0.0,0.0,0.0
Algeria,Surface water: total flow of border rivers,2007,0.0,0.0,0.0
Algeria,Surface water: total flow of border rivers,2012,0.0,0.0,0.0
Algeria,Surface water: outflow to other countries secured through treaties,2002,0.0,0.0,0.0
Algeria,Surface water: outflow to other countries secured through treaties,2007,0.0,0.0,0.0
Algeria,Surface water: outflow to other countries secured through treaties,2012,0.0,0.0,0.0
Algeria,Surface water: inflow submitted to treaties,2002,0.0,0.0,0.0
Algeria,Surface water: inflow submitted to treaties,2007,0.0,0.0,0.0
Algeria,Surface water: inflow submitted to treaties,2012,0.0,0.0,0.0
Algeria,Surface water: inflow secured through treaties,2002,0.0,0.0,0.0
Algeria,Surface water: inflow secured through treaties,2007,0.0,0.0,0.0
Algeria,Surface water: inflow secured through treaties,2012,0.0,0.0,0.0
Algeria,Surface water: inflow not submitted to treaties,2002,0.39,0.39,0.39
Algeria,Surface water: inflow not submitted to treaties,2007,0.39,0.39,0.39
Algeria,Surface water: inflow not submitted to treaties,2012,0.39,0.39,0.39
Algeria,Surface water: entering the country (total),2002,0.39,0.39,0.39
Algeria,Surface water: entering the country (total),2007,0.39,0.39,0.39
Algeria,Surface water: entering the country (total),2012,0.39,0.39,0.39
Algeria,Surface water: accounted inflow,2002,0.39,0.39,0.39
Algeria,Surface water: accounted inflow,2007,0.39,0.39,0.39
Algeria,Surface water: accounted inflow,2012,0.39,0.39,0.39
Algeria,Surface water: accounted flow of border rivers,2002,0.0,0.0,0.0
Algeria,Surface water: accounted flow of border rivers,2007,0.0,0.0,0.0
Algeria,Surface water: accounted flow of border rivers,2012,0.0,0.0,0.0
Algeria,Surface water produced internally,2002,9.76,9.76,9.76
Algeria,Surface water produced internally,2007,9.76,9.76,9.76
Algeria,Surface water produced internally,2012,9.76,9.76,9.76
Algeria,Rural population,2002,12406.0,12425.0,11962.0
Algeria,Rural population,2007,12425.0,11962.0,11365.0
Algeria,Rural population,2012,11962.0,11365.0,11064.0
Algeria,Population density,2002,11.41,12.55,13.43
Algeria,Population density,2007,12.55,13.43,14.4
Algeria,Population density,2012,13.43,14.4,15.77
Algeria,Overlap: between surface water and groundwater,2002,0.0,0.0,0.0
Algeria,Overlap: between surface water and groundwater,2007,0.0,0.0,0.0
Algeria,Overlap: between surface water and groundwater,2012,0.0,0.0,0.0
Algeria,Overlap between surface water and groundwater,2002,0.0,0.0,0.0
Algeria,Overlap between surface water and groundwater,2007,0.0,0.0,0.0
Algeria,Overlap between surface water and groundwater,2012,0.0,0.0,0.0
Algeria,Long-term average annual precipitation in volume,2002,212.0,212.0,212.0
Algeria,Long-term average annual precipitation in volume,2007,212.0,212.0,212.0
Algeria,Long-term average annual precipitation in volume,2012,212.0,212.0,212.0
Algeria,Long-term average annual precipitation in depth,2002,89.0,89.0,89.0
Algeria,Long-term average annual precipitation in depth,2007,89.0,89.0,89.0
Algeria,Long-term average annual precipitation in depth,2012,89.0,89.0,89.0
Algeria,Groundwater: entering the country (total),2002,0.03,0.03,0.03
Algeria,Groundwater: entering the country (total),2007,0.03,0.03,0.03
Algeria,Groundwater: entering the country (total),2012,0.03,0.03,0.03
Algeria,Groundwater: accounted inflow,2002,0.03,0.03,0.03
Algeria,Groundwater: accounted inflow,2007,0.03,0.03,0.03
Algeria,Groundwater: accounted inflow,2012,0.03,0.03,0.03
Algeria,Groundwater produced internally,2002,1.4869999999999999,1.4869999999999999,1.4869999999999999
Algeria,Groundwater produced internally,2007,1.4869999999999999,1.4869999999999999,1.4869999999999999
Algeria,Groundwater produced internally,2012,1.4869999999999999,1.4869999999999999,1.4869999999999999
Algeria,Environmental Flow Requirements,2002,4.56,4.56,4.56
Algeria,Environmental Flow Requirements,2007,4.56,4.56,4.56
Algeria,Environmental Flow Requirements,2012,4.56,4.56,4.56
Algeria,Dependency ratio,2002,3.5989999999999998,3.5989999999999998,3.5989999999999998
Algeria,Dependency ratio,2007,3.5989999999999998,3.5989999999999998,3.5989999999999998
Algeria,Dependency ratio,2012,3.5989999999999998,3.5989999999999998,3.5989999999999998
Algeria,Surface water: total external renewable,2002,0.39,0.39,0.39
Algeria,Surface water: total external renewable,2007,0.39,0.39,0.39
Algeria,Surface water: total external renewable,2012,0.39,0.39,0.39
Algeria,Area,2002,Algeria,Algeria,Algeria
Algeria,Area,2007,Algeria,Algeria,Algeria
Algeria,Area,2012,Algeria,Algeria,Algeria
Algeria,Total renewable water resources,2002,11.67,11.67,11.67
Algeria,Total renewable water resources,2007,11.67,11.67,11.67
Algeria,Total renewable water resources,2012,11.67,11.67,11.67
Algeria,Total internal renewable water resources (IRWR),2002,11.25,11.25,11.25
Algeria,Total internal renewable water resources (IRWR),2007,11.25,11.25,11.25
Algeria,Total internal renewable water resources (IRWR),2012,11.25,11.25,11.25
Algeria,Total renewable water resources per capita,2002,429.3,390.5,364.7
Algeria,Total renewable water resources per capita,2007,390.5,364.7,340.2
Algeria,Total renewable water resources per capita,2012,364.7,340.2,310.7
Algeria,Urban population,2002,14775.0,17462.0,20033.0
Algeria,Urban population,2007,17462.0,20033.0,22935.0
Algeria,Urban population,2012,20033.0,22935.0,26502.0
Algeria,Total population,2002,27181.0,29887.0,31995.0
Algeria,Total population,2007,29887.0,31995.0,34300.0
Algeria,Total population,2012,31995.0,34300.0,37566.0
Algeria,Total renewable surface water,2002,10.15,10.15,10.15
Algeria,Total renewable surface water,2007,10.15,10.15,10.15
Algeria,Total renewable surface water,2012,10.15,10.15,10.15
Algeria,Total internal renewable water resources per capita,2002,413.9,376.4,351.6
Algeria,Total internal renewable water resources per capita,2007,376.4,351.6,328.0
Algeria,Total internal renewable water resources per capita,2012,351.6,328.0,299.5
Algeria,Total renewable groundwater,2002,1.517,1.517,1.517
Algeria,Total renewable groundwater,2007,1.517,1.517,1.517
Algeria,Total renewable groundwater,2012,1.517,1.517,1.517
Algeria,Gross Domestic Product (GDP),2002,48000000000.0,48200000000.0,56800000000.0
Algeria,Gross Domestic Product (GDP),2007,48200000000.0,56800000000.0,135000000000.0
Algeria,Gross Domestic Product (GDP),2012,56800000000.0,135000000000.0,209000000000.0
Algeria,% of total country area cultivated,2002,3.398,3.426,3.445
Algeria,% of total country area cultivated,2007,3.426,3.445,3.523
Algeria,% of total country area cultivated,2012,3.445,3.523,3.5389999999999997
Algeria,GDP per capita,2002,1766.0,1612.0,1774.0
Algeria,GDP per capita,2007,1612.0,1774.0,3936.0
Algeria,GDP per capita,2012,1774.0,3936.0,5564.0
Algeria,Cultivated area (arable land + permanent crops),2002,8094.0,8159.0,8206.0
Algeria,Cultivated area (arable land + permanent crops),2007,8159.0,8206.0,8390.0
Algeria,Cultivated area (arable land + permanent crops),2012,8206.0,8390.0,8430.0
Algeria,Total area of the country (excl. coastal waters),2002,238174.0,238174.0,238174.0
Algeria,Total area of the country (excl. coastal waters),2007,238174.0,238174.0,238174.0
Algeria,Total area of the country (excl. coastal waters),2012,238174.0,238174.0,238174.0
Algeria,Arable land area,2002,7562.0,7650.0,7547.0
Algeria,Arable land area,2007,7650.0,7547.0,7469.0
Algeria,Arable land area,2012,7547.0,7469.0,7506.0
Algeria,Permanent crops area,2002,532.0,509.0,659.0
Algeria,Permanent crops area,2007,509.0,659.0,921.0
Algeria,Permanent crops area,2012,659.0,921.0,924.0
Algeria,"Agriculture, value added (% GDP)",2002,12.13,9.482000000000001,9.766
Algeria,"Agriculture, value added (% GDP)",2007,9.482000000000001,9.766,7.688
Algeria,"Agriculture, value added (% GDP)",2012,9.766,7.688,9.396
Algeria,Surface water: outflow to other countries submitted to treaties,2002,0.0,0.0,0.0
Algeria,Surface water: outflow to other countries submitted to treaties,2007,0.0,0.0,0.0
Algeria,Surface water: outflow to other countries submitted to treaties,2012,0.0,0.0,0.0
Algeria,Surface water: leaving the country to other countries (total),2002,0.32,0.32,0.32
Algeria,Surface water: leaving the country to other countries (total),2007,0.32,0.32,0.32
Algeria,Surface water: leaving the country to other countries (total),2012,0.32,0.32,0.32
Algeria,Surface water: outflow to other countries not submitted to treaties,2002,0.32,0.32,0.32
Algeria,Surface water: outflow to other countries not submitted to treaties,2007,0.32,0.32,0.32
Algeria,Surface water: outflow to other countries not submitted to treaties,2012,0.32,0.32,0.32
Algeria,Groundwater: accounted outflow to other countries,2002,0.1,0.1,0.1
Algeria,Groundwater: accounted outflow to other countries,2007,0.1,0.1,0.1
Algeria,Groundwater: accounted outflow to other countries,2012,0.1,0.1,0.1
Algeria,Groundwater: leaving the country to other countries (total),2002,0.1,0.1,0.1
Algeria,Groundwater: leaving the country to other countries (total),2007,0.1,0.1,0.1
Algeria,Groundwater: leaving the country to other countries (total),2012,0.1,0.1,0.1
Algeria,Total exploitable water resources,2002,7.9,7.9,7.9
Algeria,Total exploitable water resources,2007,7.9,7.9,7.9
Algeria,Total exploitable water resources,2012,7.9,7.9,7.9
Algeria,Exploitable: regular renewable groundwater,2002,1.9,1.9,1.9
Algeria,Exploitable: regular renewable groundwater,2007,1.9,1.9,1.9
Algeria,Exploitable: regular renewable groundwater,2012,1.9,1.9,1.9
Algeria,Urban population with access to safe drinking-water (JMP),2002,97.4,95.0,92.0
Algeria,Urban population with access to safe drinking-water (JMP),2007,95.0,92.0,89.1
Algeria,Urban population with access to safe drinking-water (JMP),2012,92.0,89.1,86.1
Algeria,Rural population with access to safe drinking-water (JMP),2002,85.0,84.5,83.7
Algeria,Rural population with access to safe drinking-water (JMP),2007,84.5,83.7,83.0
Algeria,Rural population with access to safe drinking-water (JMP),2012,83.7,83.0,82.2
Algeria,Total population with access to safe drinking-water (JMP),2002,91.7,90.5,88.8
Algeria,Total population with access to safe drinking-water (JMP),2007,90.5,88.8,87.0
Algeria,Total population with access to safe drinking-water (JMP),2012,88.8,87.0,84.9
Algeria,Irrigation potential,2002,1300.0,1300.0,1300.0
Algeria,Irrigation potential,2007,1300.0,1300.0,1300.0
Algeria,Irrigation potential,2012,1300.0,1300.0,1300.0
Tunisia,Water resources: total external renewable,2002,0.42,0.42,0.42
Tunisia,Water resources: total external renewable,2007,0.42,0.42,0.42
Tunisia,Water resources: total external renewable,2012,0.42,0.42,0.42
Tunisia,Surface water: total flow of border rivers,2002,0.0,0.0,0.0
Tunisia,Surface water: total flow of border rivers,2007,0.0,0.0,0.0
Tunisia,Surface water: total flow of border rivers,2012,0.0,0.0,0.0
Tunisia,Surface water: outflow to other countries secured through treaties,2002,0.0,0.0,0.0
Tunisia,Surface water: outflow to other countries secured through treaties,2007,0.0,0.0,0.0
Tunisia,Surface water: outflow to other countries secured through treaties,2012,0.0,0.0,0.0
Tunisia,Surface water: inflow submitted to treaties,2002,0.0,0.0,0.0
Tunisia,Surface water: inflow submitted to treaties,2007,0.0,0.0,0.0
Tunisia,Surface water: inflow submitted to treaties,2012,0.0,0.0,0.0
Tunisia,Surface water: inflow secured through treaties,2002,0.0,0.0,0.0
Tunisia,Surface water: inflow secured through treaties,2007,0.0,0.0,0.0
Tunisia,Surface water: inflow secured through treaties,2012,0.0,0.0,0.0
Tunisia,Surface water: inflow not submitted to treaties,2002,0.32,0.32,0.32
Tunisia,Surface water: inflow not submitted to treaties,2007,0.32,0.32,0.32
Tunisia,Surface water: inflow not submitted to treaties,2012,0.32,0.32,0.32
Tunisia,Surface water: entering the country (total),2002,0.32,0.32,0.32
Tunisia,Surface water: entering the country (total),2007,0.32,0.32,0.32
Tunisia,Surface water: entering the country (total),2012,0.32,0.32,0.32
Tunisia,Surface water: accounted inflow,2002,0.32,0.32,0.32
Tunisia,Surface water: accounted inflow,2007,0.32,0.32,0.32
Tunisia,Surface water: accounted inflow,2012,0.32,0.32,0.32
Tunisia,Surface water: accounted flow of border rivers,2002,0.0,0.0,0.0
Tunisia,Surface water: accounted flow of border rivers,2007,0.0,0.0,0.0
Tunisia,Surface water: accounted flow of border rivers,2012,0.0,0.0,0.0
Tunisia,Surface water produced internally,2002,3.1,3.1,3.1
Tunisia,Surface water produced internally,2007,3.1,3.1,3.1
Tunisia,Surface water produced internally,2012,3.1,3.1,3.1
Tunisia,Rural population,2002,3541.0,3633.0,3605.0
Tunisia,Rural population,2007,3633.0,3605.0,3575.0
Tunisia,Rural population,2012,3605.0,3575.0,3680.0
Tunisia,Population density,2002,52.58,57.36,60.29
Tunisia,Population density,2007,57.36,60.29,62.94
Tunisia,Population density,2012,60.29,62.94,66.54
Tunisia,Overlap: between surface water and groundwater,2002,0.4,0.4,0.4
Tunisia,Overlap: between surface water and groundwater,2007,0.4,0.4,0.4
Tunisia,Overlap: between surface water and groundwater,2012,0.4,0.4,0.4
Tunisia,Overlap between surface water and groundwater,2002,0.4,0.4,0.4
Tunisia,Overlap between surface water and groundwater,2007,0.4,0.4,0.4
Tunisia,Overlap between surface water and groundwater,2012,0.4,0.4,0.4
Tunisia,Long-term average annual precipitation in volume,2002,33.87,33.87,33.87
Tunisia,Long-term average annual precipitation in volume,2007,33.87,33.87,33.87
Tunisia,Long-term average annual precipitation in volume,2012,33.87,33.87,33.87
Tunisia,Long-term average annual precipitation in depth,2002,207.0,207.0,207.0
Tunisia,Long-term average annual precipitation in depth,2007,207.0,207.0,207.0
Tunisia,Long-term average annual precipitation in depth,2012,207.0,207.0,207.0
Tunisia,Groundwater: entering the country (total),2002,0.1,0.1,0.1
Tunisia,Groundwater: entering the country (total),2007,0.1,0.1,0.1
Tunisia,Groundwater: entering the country (total),2012,0.1,0.1,0.1
Tunisia,Groundwater: accounted inflow,2002,0.1,0.1,0.1
Tunisia,Groundwater: accounted inflow,2007,0.1,0.1,0.1
Tunisia,Groundwater: accounted inflow,2012,0.1,0.1,0.1
